serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
254,是,是,否,SF247-0016,65000,鷺江國小,蘆洲區,65000140,鷺江里,新北市蘆洲區民族路7號,活動中心(鷺江樓5樓)、八德樓地下室,樓厝里、鷺江里、仁復里、信義里、仁德里、仁義里、福安里,吳美玲,926667166.0,否,938.75,1330,4846.0,是,是,是,是,否,121.476132,25.084352
255,是,是,否,SF247-0017,65000,蘆洲國小,蘆洲區,65000140,保和里,新北市蘆洲區中正路100號,活動中心(彩虹樓5樓)、演藝廳(彩虹樓4樓)、新和平樓地下室,中原里、光華里、保和里、仁復里、得勝里、中華里,張福仁,935592220.0,是,1903.25,1986,11250.0,是,是,是,是,否,121.465985,25.089025
256,是,是,否,SF247-0018,65000,徐匯中學,蘆洲區,65000140,溪漧里,新北市蘆洲區中山一路1號,自強樓1樓禮堂、依納爵樓8樓活動中心,恆德里、溪墘里、樹德里,蔡瑪莉,933235185.0,否,838.0,953,4800.0,是,是,是,是,否,121.479975,25.080267
257,是,是,否,SF247-0019,65000,永安兒童公園市民活動中心,蘆洲區,65000140,恆德里,新北市蘆洲區永安北路二段42之6號,永安兒童公園市民活動中心1樓,恆德里、玉清里、仁義里,莊尚修,975157162.0,否,22.0,87,0.0,是,是,是,是,是,121.481855,25.081663
258,是,是,否,SF247-0020,65000,溪墘湧蓮市民活動中心 ,蘆洲區,65000140,溪墘里,新北市蘆洲區信義路65號,溪墘湧蓮市民活動中心1F,溪墘里、樹德里、得仁里、民和里,莊尚修,975157162.0,否,51.0,203,0.0,是,是,是,是,是,121.476051,25.079572
259,是,是,否,SF247-0021,65000,蘆洲柳堤防災公園,蘆洲區,65000140,正義里,新北市蘆洲區光榮路及長樂路口,室外,正義里、南港里、永樂里、永康里、成功里,黃正翰,916310471.0,是,200.0,0,1600.0,是,是,是,是,是,121.462546,25.088568
260,是,是,否,SF247-0022,65000,仁愛市民活動中心,蘆洲區,65000140,水湳里,新北市蘆洲區民權路143號1樓,仁愛市民活動中心1樓,水湳里、水河里、保佑里、保新里、忠孝里、仁愛里,莊尚修,975157162.0,是,167.0,667,0.0,是,是,是,是,是,121.471279,25.091017
261,是,是,是,SF221-0001,65000,汐止區公所行政中心,汐止區,65000110,秀峰里,新北市汐止區新台五路一段268號,行政中心11樓禮堂,禮門里、智慧里、秀峰里、新昌里、白雲里、自強里、文化里、福安里、秀山里,徐延平,963107104.0,是,158.0,632.45,0.0,是,是,是,是,是,121.658984,25.063841
262,是,是,否,SF221-0002,65000,東方科學園區,汐止區,65000110,文化里,新北市汐止區新台五路一段90號,園區1樓,智慧里、復興里、白雲里、文化里,徐延平,963107104.0,否,500.0,2000,0.0,是,是,是,是,否,121.648233,25.06048
263,是,是,否,SF221-0003,65000,崇德橋東市民活動中心,汐止區,65000110,崇德里,新北市汐止區茄苳路82號,活動中心1樓,崇德里、橋東里、新昌里、仁德里、建成里,徐延平,963107104.0,是,100.0,403,0.0,是,是,是,是,否,121.667029,25.070489
264,是,是,否,SF221-0004,65000,康福市民活動中心,汐止區,65000110,康福里,新北市汐止區福德三路9號,活動中心1樓,興福里、康福里,徐延平,963107104.0,是,140.0,563,0.0,是,是,是,是,否,121.638746,25.070035
265,是,是,否,SF221-0005,65000,橫科市民活動中心,汐止區,65000110,橫科里,新北市汐止區橫科路119號,活動中心1樓,橫科里、福山里、宜興里、東勢里,徐延平,963107104.0,是,74.0,296,0.0,是,是,是,是,是,121.620148,25.050522
266,是,否,否,SF221-0006,65000,保長坑訓練中心,汐止區,65000110,保新里,新北市汐止區大同路三段469號,D棟及J棟1樓,保新里、東山里、保長里、長安里,徐延平,963107104.0,是,1075.0,800,7000.0,是,是,是,是,是,121.679534,25.071299
267,是,否,否,SF221-0007,65000,厚德山光市民活動中心,汐止區,65000110,厚德里,新北市汐止區樟樹1路137巷26號2樓,活動中心2樓,厚德里、山光里、樟樹里、湖光里、忠孝里、湖蓮里,徐延平,963107104.0,是,227.0,909,0.0,是,是,是,是,否,121.635376,25.061369
268,是,否,是,SF221-0008,65000,翠柏新村安養中心-服務大樓,汐止區,65000110,長青里,新北市汐止區永春一路5號,服務大樓5樓禮堂,長青里、烘內里、八連里,徐延平,963107104.0,是,203.0,812,0.0,是,是,是,是,否,121.602401,25.112396
269,是,是,否,SF221-0009,65000,青山國中小,汐止區,65000110,自強里,新北市汐止區莊敬街33號,體育館,自強里、文化里、復興里、大同里,徐延平,963107104.0,是,2255.0,2071,13907.0,是,是,是,是,否,121.656845,25.060713
270,是,是,否,SF221-00010,65000,金龍國小,汐止區,65000110,北峰里,新北市汐止區明峰街201號,卓越樓5F,金龍里、北峰里、北山里、忠山里、湖興里、湖蓮里、湖光里,徐延平,963107104.0,否,1934.0,4502,6478.0,是,是,是,是,否,121.627219,25.06872
271,是,是,否,SF221-00011,65000,崇德國小,汐止區,65000110,茄苳里,新北市汐止區茄苳路158號,禮堂-崇光堂1樓、會議室-螢光樓4樓,崇德里、茄苳里、東山里,徐延平,963107104.0,否,675.0,1700,2000.0,是,是,是,是,否,121.669,25.069433
272,是,是,否,SF221-00012,65000,樟樹國小,汐止區,65000110,厚德里,新北市汐止區樟樹一路141巷2號,勵學樓5樓綜合教室,厚德里、山光里、樟樹里、湖光里、忠孝里、湖蓮里,徐延平,963107104.0,否,1068.0,480,7585.0,否,是,是,是,否,121.641687,25.066528
273,是,是,否,SF221-00013,65000,汐止國小,汐止區,65000110,智慧里,新北市汐止區大同路二段313號,勤學堂2樓,江北里、智慧里、大同里、禮門里、義民里、復興里、仁德里、忠孝里、山光里、拱北里,徐延平,963107104.0,否,872.0,790,5400.0,是,是,是,是,否,121.65525,25.066922
274,是,是,否,SF221-00014,65000,白雲國小,汐止區,65000110,福山里,新北市汐止區民權街2段90號,明心樓1F故事屋,福山里、宜興里、東勢里、橫科里,徐延平,963107104.0,是,204.0,422,792.0,否,是,是,是,否,121.619457,25.04989
275,是,是,否,SF221-00015,65000,汐止國中,汐止區,65000110,禮門里,新北市汐止區大同路二段394號,教學大樓7樓教室,仁德里、義民里、信望里、禮門里、江北里、大同里、城中里、建成里,徐延平,963107104.0,否,376.0,1242,530.0,是,是,是,是,否,121.658391,25.066949
276,是,是,否,SF221-00016,65000,秀峰高中,汐止區,65000110,秀峰里,新北市汐止區忠孝東路201號,體育館1樓,義民里、信望里、橋東里、秀峰里、新昌里、福安里、秀山里、白雲里,徐延平,963107104.0,是,1708.0,6425,817.0,是,是,是,是,否,121.660087,25.065634
277,是,是,否,SF221-00017,65000,北港國小,汐止區,65000110,拱北里,新北市汐止區汐萬路二段279號,新大樓5樓活動中心,拱北里、烘內里、鄉長里、八連里、湖興里、江北里,徐延平,963107104.0,否,1300.0,1249,7906.0,是,是,是,是,否,121.645075,25.089142
278,是,是,否,SF221-00018,65000,樟樹國際實創中學,汐止區,65000110,忠孝里,新北市汐止區樟樹二路135號,信義樓5樓,樟樹里、忠孝里、北峰里、北山里、福山里、宜興里、中興里、厚德里、金龍里、福德里、興福里、康福里、忠山里、環河里、東勢里、山光里,徐延平,963107104.0,否,634.0,275,4530.0,是,是,是,是,否,121.639704,25.065826
279,是,是,否,SF221-00019,65000,秀峰國小,汐止區,65000110,秀山里,新北市汐止區仁愛路90號,一樓多功能教室,秀山里、秀峰里、福安里、信望里、白雲里、自強里,徐延平,963107104.0,是,942.0,306,6928.0,否,是,是,是,否,121.661556,25.062576
280,是,是,否,SF221-00020,65000,長安國小,汐止區,65000110,長安里,新北市汐止區長興街一段80號,五守樓地下室,長安里、橋東里、保安里、保長里、拱北里、鄉長里、崇德里、建成里、城中里、保新里、烘內里,徐延平,963107104.0,否,785.0,889,4508.0,是,是,是,是,否,121.6707,25.079384
281,是,是,否,SF221-00021,65000,保長國小,汐止區,65000110,保安里,新北市汐止區大同路三段553號,綠意樓四樓-樂活館,保安里、茄苳里、保長里、東山里、崇德里、保新里,徐延平,963107104.0,否,410.0,794,1701.0,否,是,是,是,否,121.680275,25.071925
282,是,是,否,SF221-00022,65000,北峰國小,汐止區,65000110,中興里,新北市汐止區環河街1號,體育館2樓,福德里、環河里、中興里、興福里、康福里、樟樹里、北峰里、北山里、橫科里,徐延平,963107104.0,是,1745.0,4483,5007.27,是,是,是,是,否,121.632833,25.063819
283,是,是,是,SF221-00023,65000,東山國小,汐止區,65000110,東山里,新北市汐止區汐平路二段76號,小禮堂-勤學樓2樓,東山里,徐延平,963107104.0,否,82.0,80,500.0,否,否,是,否,是,121.699725,25.059847
284,是,是,否,SF221-00024,65000,汐止綜合運動場(防災公園),汐止區,65000110,秀峰里,新北市汐止區忠孝東路9號,,禮門里、智慧里、秀峰里、新昌里、白雲里、自強里、文化里、福安里、秀山里,徐延平,963107104.0,是,1001.0,0,8008.0,是,是,是,是,是,121.666603,25.075861
285,是,是,否,SF221-00025,65000,忠山市民活動中心,汐止區,65000110,忠山里,新北市汐止區忠山里忠三街8號,1樓,忠山里,徐延平,963107104.0,是,247.0,469.51,1046.4,是,是,是,是,否,121.624411,25.078356
286,是,是,否,SF221-00026,65000,王母救世宮,汐止區,65000110,保長里,新北市汐止區保長里長興街二段50巷50號,1樓,保長里,徐延平,963107104.0,是,20.0,0,160.0,是,是,是,是,否,121.676694,25.08202
287,是,是,否,SF239-0002,65000,北鶯市民活動中心,鶯歌區,65000080,北鶯里,新北市鶯歌區仁愛路55號,區公所5樓,鶯歌區(該地區所包含之每一里別),謝孟儒,921101362.0,是,37.0,37,0.0,是,是,是,是,是,121.354363,24.955933
288,是,是,是,SF239-0003,65000,西鶯市民活動中心,鶯歌區,65000080,西鶯里,新北市鶯歌區中正一路203號,活動中心1、2樓,鶯歌區(該地區所包含之每一里別),謝孟儒,970006820.0,是,207.0,829,0.0,是,是,是,是,是,121.353554,24.957222
289,是,是,否,SF239-0005,65000,中湖市民活動中心,鶯歌區,65000080,中湖里,新北市鶯歌區中湖街25號,活動中心1樓,中湖里、大湖里、鳳鳴里、鳳祥里、鳳福里、東湖里,謝孟儒,970006820.0,是,119.0,478,0.0,是,是,是,是,是,121.348664,24.972935
290,是,是,否,SF239-0006,65000,新北市立尖山國民中學,鶯歌區,65000080,尖山里,新北市鶯歌區國中街1號,圖書館5樓、表藝教室4樓、音樂教室5樓、風雨操場,尖山里、南靖里,總務主任凌玉芳  ,911089901.0,是,312.0,441,1620.0,是,是,是,是,否,121.341852,24.945335
291,是,是,否,SF239-0007,65000,新北市立鳳鳴國民中學,鶯歌區,65000080,鳳鳴里,新北市鶯歌區永和街33號,行政大樓三樓會議室、行政大樓五樓視聽中心、操場,鳳鳴里、鳳福里.鳳祥里、大湖里,總務主任呂經偉,939769136.0,是,991.0,719,6500.0,是,是,是,是,否,121.331769,24.967073
292,是,是,否,SF239-0008,65000,新北市立鶯歌國民中學,鶯歌區,65000080,同慶里,新北市鶯歌區尖山埔路108號,活動中心、視聽教室(新明樓1樓)、情境教室(新明樓1樓)、操場、籃球場、內集合場,建德里、中鷹里、北鷹里、同慶里、東鶯里、永昌里,總務主任黃健忠,922980236.0,是,1688.0,2905.18,7700.0,是,是,是,是,否,121.344826,24.95041
293,是,是,否,SF239-0009,65000,新北市立鶯歌高級工商職業學校,鶯歌區,65000080,二橋里,新北市鶯歌區中正三路154號,活動中心1、2樓、行政大樓5樓會議室、行政大樓9樓禮堂、操場,二橋里,校長陳書筆,933023332.0,是,1514.0,3836.92,4440.24,是,是,是,是,否,121.335003,24.939285
294,是,是,否,SF239-0010,65000,新北市鶯歌區中湖國民小學,鶯歌區,65000080,中湖里,新北市鶯歌區中湖街25號,禮堂、樂馨樓地下室、操場    ,中湖里、東湖里,總務主任李若水,966010939.0,是,499.0,742,2516.4,是,是,是,是,否,121.348664,24.972935
295,是,是,否,SF239-0011,65000,新北市鶯歌區二橋國民小學,鶯歌區,65000080,二橋里,新北市鶯歌區中正三路106號,活動中心-行政大樓5樓、圖書館+健康中心-行政大樓1樓、行政大樓地下室、操場、籃球場、風雨操場,二甲里、二橋里,總務主任謝家維,912019725.0,是,1372.0,2409,6160.0,是,是,是,是,否,121.337806,24.940944
296,是,是,否,SF239-0012,65000,新北市鶯歌區建國國民小學,鶯歌區,65000080,建國里,新北市鶯歌區育英街2號,交通安全情境教室-向陽樓4F、樂活教室-向陽樓5F、桌球教室-向陽樓B1、操場,建國里、西鶯里、南鶯里'中鶯里,校長林建能,937013008.0,是,560.0,640,3200.0,是,是,是,是,否,121.34658,24.954965
297,是,是,否,SF239-0013,65000,新北市鶯歌區昌福國民小學,鶯歌區,65000080,永昌里,新北市鶯歌區永明街22號,體育館-健康樓4樓、多功能教室-健康樓三樓、操場  ,永昌里、同慶里,校長林烈群,919953142.0,是,1065.0,1082,6360.0,是,是,是,是,否,121.339162,24.955644
298,是,是,否,SF239-0014,65000,新北市鶯歌區永吉國民小學,鶯歌區,65000080,永吉里,新北市鶯歌區德昌二街2號,校舍一樓(本校單一棟，無棟名)、校舍二樓(本校單一棟，無棟名)、校舍三樓(本校單一棟，無棟名)、操場,永吉里、鳳祥里,林詩雯,928567033.0,是,2097.0,7921,936.0,是,是,是,是,否,121.332913,24.958766
299,是,是,否,SF239-0015,65000,新北市鶯歌區鳳鳴國民小學,鶯歌區,65000080,鳳鳴里,新北市鶯歌區永和街120號,明德樓5樓、仁愛樓B1、演藝廳、操場,鳳鳴里、大湖里、鳳福里、鳳祥里,總務主任石銘華,911955117.0,是,492.0,730,2480.0,是,是,是,是,否,121.334975,24.968371
300,是,是,否,SF239-0016,65000,新北市鶯歌區鶯歌國民小學,鶯歌區,65000080,同慶里,新北市鶯歌區尖山埔路106號,活動中心、體育器材室含掃具室、智圓樓地下停車場、操場,建德里、中鶯里、北鶯里、同慶里、東鶯里、永昌里,吳嘉龍,918903376.0,是,2250.0,5700,6600.0,是,是,是,是,否,121.345764,24.951181
301, 是,是,是,SF237-0001,65000,有木國小,三峽區,65000090,有木里,新北市三峽區有木里有木里131號,行政教學樓3樓、 E棟宿舍樓2樓、 田徑場,有木里,王來因,922897400.0,是,650.0,200,4800.0,是,是,是,是,是,121.43274,24.86278
302, 是,是,否,SF237-0002,65000,長青市民活動中心,三峽區,65000090,永館里,新北市三峽區永館里中山路69號,1樓,三峽里、秀川里、八張里、弘道里、中埔里、永館里、鳶山里,王來因,922897400.0,是,166.0,666,0.0,是,是,是,是,否,121.367063,24.93487
303, 是,是,是,SF237-0003,65000,竹崙市民活動中心,三峽區,65000090,竹崙里,新北市三峽區竹崙里竹崙146號,1樓,竹崙里,王來因,922897400.0,是,94.0,377,0.0,是,是,是,是,是,121.434898,24.908778
304, 是,是,否,SF237-0004,65000,建安國小,三峽區,65000090,安坑里,新北市三峽區安坑里建安67號,行政樓2樓風雨教室、教學樓2樓螢光劇場、教學樓1樓Happy Go遊戲室、操場,安坑里、成福里,王來因,922897400.0,是,277.0,250,1725.0,是,是,是,是,否,121.447352,24.926561
305, 是,是,否,SF237-0005,65000,大有市民活動中心,三峽區,65000090,插角里,新北市三峽區插角里插角25之1號,1樓,有木里、插角里,王來因,922897400.0,是,148.0,592,0.0,是,是,是,是,否,121.40447,24.872573
306, 是,是,否,SF237-0006,65000,五寮市民活動中心,三峽區,65000090,五寮里,新北市三峽區五寮里五寮路89之7號,1樓,五寮里,王來因,922897400.0,是,137.0,550,0.0,是,是,是,是,否,121.35932,24.85684
307, 是,是,否,SF237-0007,65000,明德高級中學,三峽區,65000090,大埔里,新北市三峽區大埔里中正路2段399號,體健館、排球館、 田徑場,二鬮里、大埔里、添福里、金圳里、五寮里,王來因,922897400.0,是,1181.0,1727,6000.0,是,是,是,是,否,121.542621,24.97027
308, 是,是,否,SF237-0008,65000,成福國小,三峽區,65000090,溪東里,新北市三峽區溪東里溪東路213號,活動中心2樓、視聽教室、操場,溪東里、溪南里、溪北里、成福里、安坑里,王來因,922897400.0,否,112.0,200,500.0,是,是,是,是,否,121.405689,24.933202
309, 是,是,否,SF237-0009,65000,台北榮家,三峽區,65000090,嘉添里,新北市三峽區嘉添里白雞127號,中正紀念堂2樓集會堂,添福里、嘉添里、竹崙里,王來因,922897400.0,否,617.0,2220,500.0,是,是,是,是,否,121.393706,24.910247
310, 是,是,否,SF237-0010,65000,三峽國小,三峽區,65000090,永館里,新北市三峽區永館里中山路16號,活動中心1樓、3樓、操場、綜合球場,永館里、秀川里、鳶山里、三峽里、八張里、中埔里、弘道里,王來因,922897400.0,是,1283.0,1869,6533.0,是,是,是,是,否,121.36755,24.935
311, 是,是,否,SF237-0011,65000,中園國小,三峽區,65000090,中埔里,新北市三峽區中埔里弘園街22號,圖書館c棟5樓、社教中心c棟1樓、操場,中埔里、弘道里、八張里、三峽里,王來因,922897400.0,是,761.0,570,4956.0,是,是,是,是,否,121.367185,24.927828
312, 是,是,否,SF237-0012,65000,介壽國小,三峽區,65000090,介壽里,新北市三峽區介壽里大同路1號,至美樓4樓活動中心、晉學樓4樓表演教室甲-、風雨操場,礁溪里、介壽里、中正里、溪南里、溪北里、安溪里、溪東里,王來因,922897400.0,是,150.0,192,817.0,是,是,是,是,否,121.378115,24.929527
313, 是,是,是,SF237-0013,65000,大埔國小,三峽區,65000090,大埔里,新北市三峽區大埔里大埔路130號,多功能教室1-樂學樓1樓、圖書館-樂學樓2樓、3樓、操場、風雨操場、籃球場,五寮里、大埔里、金圳里、二鬮里、插角里、有木里,王來因,922897400.0,是,564.0,226,4071.0,是,是,是,是,是,121.366464,24.905743
314, 是,是,否,SF237-0014,65000,大成國小,三峽區,65000090,成福里,新北市三峽區成福里成福路251巷2號,自然教室-後棟大樓1樓、活動教室-前棟大樓2樓、英語教室-後棟大樓1樓、操場,竹崙里、成福里、溪東里、安坑里,王來因,922897400.0,是,283.0,100,2071.0,是,是,是,是,否,121.427503,24.924215
315, 是,是,否,SF237-0015,65000,安溪國小,三峽區,65000090,安溪里,新北市三峽區安溪里中華路42號,行政大樓-5樓綜合教室、4樓視聽教室、風雨操場,礁溪里、安溪里、介壽里,王來因,922897400.0,是,72.0,127,321.0,是,是,是,是,否,121.372221,24.931222
316, 是,是,否,SF237-0016,65000,民義國小,三峽區,65000090,嘉添里,新北市三峽區嘉添里白雞路40號,校園東側迎曦樓1樓綜合教室、校園西側耕讀樓2樓圖書會議室、耕讀樓2樓圖書室、風雨操場,嘉添里、添福里、中正里、插角里,王來因,922897400.0,否,102.0,56,709.0,是,是,是,是,否,121.376084,24.911702
317, 是,是,否,SF237-0017,65000,三峽國中,三峽區,65000090,鳶山里,新北市三峽區鳶山里復興路238號,學生活動中心2樓、綜合活動教室(二)-和平樓地下室、跆拳道教室-至善樓地下室、操場,永館里、龍埔里、龍恩里、龍學里、鳶山里、秀川里,王來因,922897400.0,是,1568.0,1858,8836.0,是,是,是,是,否,121.364827,24.938814
318, 是,是,否,SF237-0018,65000,安溪國中,三峽區,65000090,中正里,新北市三峽區中正里大同路135號,活動中心4樓綜合球場、活動中心地下1樓、操場,礁溪里、介壽里、安溪里、中正里、大埔里、嘉添里、金圳里、二鬮里,王來因,922897400.0,是,1000.0,500,7000.0,是,是,是,是,否,121.372762,24.926568
319, 是,是,否,SF237-0019,65000,龍埔國小,三峽區,65000090,龍埔里,新北市三峽區龍埔里大學路6號,F棟桌球室地下1樓、F棟韻律教室地下1樓、操場,龍埔里、龍學里、龍恩里、溪北里、溪南里,王來因,922897400.0,是,767.0,267,5600.0,是,是,是,是,否,121.37093,24.939629
320, 是,是,否,SF237-0020,65000,北大高級中學,三峽區,65000090,龍學里,新北市三峽區龍學里大義路277號,1樓羽球場、1樓閱覽室、操場,龍學里、龍恩里、龍埔里,王來因,922897400.0,是,325.0,300,2000.0,是,是,是,是,否,121.376106,24.948608
321, 是,是,否,SF237-0021,65000,北大國小,三峽區,65000090,龍埔里,新北市三峽區龍埔里國光街100號,體育館、社區教室,龍埔里、龍學里、龍恩里,王來因,922897400.0,是,341.0,1362,0.0,否,是,是,是,否,121.372987,24.939198
322,是,是,是,SF224-0001,65000,瑞芳區公所,瑞芳區,65000120,龍鎮里,新北市瑞芳區龍鎮里逢甲路82號,3樓禮堂,龍鎮里.龍興里.龍山里.龍安里,吳佳洲,921929438.0,否,116.0,462,0.0,是,是,是,是,是,121.809859,25.10889
323,是,是,否,SF224-0002,65000,瑞芳國小,瑞芳區,65000120,龍川里,新北市瑞芳區龍川里中山路2號,活動中心 千禧樓地下室,龍潭里.龍川里.龍興里.龍安里.東和里,楊惠珍,960660411.0,是,798.0,890,4600.0,是,是,是,是,否,121.804954,25.107368
324,是,是,是,SF224-0003,65000,瑞龍市民活動中心,瑞芳區,65000120,龍興里,新北市瑞芳區龍興里明燈路三段2號,3樓,龍潭里.龍川里.龍興里.龍鎮里,賴怡安,933297776.0,是,582.0,2326,0.0,是,是,是,是,是,121.808896,25.10777
325,是,是,否,SF224-0004,65000,瑞芳高工,瑞芳區,65000120,龍安里,新北市瑞芳區龍安里瑞芳街60號,中正堂2樓 體育館3樓,龍安里.龍山里,蔡須全,932381187.0,是,1246.0,2273,5424.0,是,是,是,是,否,121.804682,25.110733
326,是,是,否,SF224-0005,65000,瑞芳國中,瑞芳區,65000120,新峰里,新北市瑞芳區新峰里三爪子坑路1號,活動中心1樓 生活自理教室1樓,爪峯里.新峰里,江文傑,919912209.0,是,1827.0,1660,11295.0,是,是,是,是,否,121.814521,25.107445
327,是,是,否,SF224-0006,65000,濂洞國小,瑞芳區,65000120,濂洞里,新北市瑞芳區濂洞里洞頂路101巷80號,活動中心 圖書室 多功能教室,濂洞里.濂新里.南雅里,李治民,918677906.0,是,229.0,465,900.0,是,是,是,是,否,121.860068,25.12235
328,是,是,否,SF224-0007,65000,鼻頭國小,瑞芳區,65000120,鼻頭里,新北市瑞芳區鼻頭里鼻頭路99號,禮堂 圖書室 英語教室,南雅里、鼻頭里,吳紀暉,933229227.0,是,166.0,463,400.0,是,是,是,是,否,121.923493,25.128628
329,是,是,否,SF224-0008,65000,吉慶國小,瑞芳區,65000120,吉安里,新北市瑞芳區吉安里大埔路95號,禮堂1樓 創意樓4.5樓 ,上天里.吉安里.吉慶里,剛慶嚴,922336549.0,是,374.0,515,1961.0,是,是,是,是,否,121.76436,25.101274
330,是,是,否,SF224-0009,65000,猴硐國小,瑞芳區,65000120,弓橋里,新北市瑞芳區弓橋里九芎橋路69-1號,藝文教室1樓 自然教室1樓 多功能教室2樓 ,弓橋里.侯硐里.光復里.碩仁里,林憲輝,930778218.0,是,83.0,180,300.0,是,是,是,是,否,121.833936,25.096538
331,是,是,否,SF224-0010,65000,九份國小,瑞芳區,65000120,永慶里,新北市瑞芳區永慶里崙頂路145號,禮堂 八德樓2樓視聽教室 圖書館,崇文里.永慶里.頌德里.基山里.福住里,左志方,922185543.0,是,339.0,464,1782.0,是,是,是,是,否,121.846323,25.107276
332,是,是,否,SF224-0011,65000,瑞濱市民活動中心,瑞芳區,65000120,瑞濱里,新北市瑞芳區瑞濱里建基路一段4-2號,1.2樓,深澳里.海濱里.瑞濱里,胡長安,953699991.0,是,116.0,462,0.0,是,是,是,是,否,121.817685,25.127158
333,是,是,否,SF224-0012,65000,勸濟堂,瑞芳區,65000120,銅山里,新北市瑞芳區銅山里祈堂路53號,3.4樓,銅山里.石山里.新山里.瓜山里,陳嶽生,987011206.0,是,176.0,202,0.0,是,是,是,是,否,121.85601,25.108292
334,是,是,否,SF224-0013,65000,瓜山國小,瑞芳區,65000120,瓜山里,新北市瑞芳區瓜山里五號路306巷,禮堂 第二圖書館 淘金教室,銅山里.石山里.新山里.瓜山里,馮大明,936853120.0,是,233.0,810,242.0,是,是,是,是,否,121.84961,25.101286
335,是,是,否,SF224-0014,65000,深澳市民活動中心,瑞芳區,65000120,深澳里,新北市瑞芳區深澳里深澳路67-1號,1樓活動中心,深澳里.海濱里.瑞濱里,賴孟宏,932261334.0,否,113.0,453,0.0,是,是,是,是,否,121.817485,25.128968
336,是,是,否,SF224-0015,65000,威遠廟,瑞芳區,65000120,濂新里,新北市瑞芳區濂新里明里路7-1號,1樓,濂新里,黃瑞聰,910280345.0,是,83.0,331,0.0,是,是,是,否,否,121.863709,25.122203
337,是,是,否,SF224-0016,65000,傑魚市民活動中心,瑞芳區,65000120,傑魚里,新北市瑞芳區傑魚里傑魚坑路245巷2-1號2樓,2樓,傑魚里.東和里,周清標,932925920.0,是,232.0,927,0.0,是,是,是,是,是,121.793384,25.110485
338,是,是,否,SF224-0017,65000,東和市民活動中心,瑞芳區,65000120,東和里,新北市瑞芳區東和里中山路20號,1.2樓,東和里.龍潭里,周樹木,935035876.0,是,162.0,380,0.0,是,是,是,否,否,121.804286,25.106377
339,是,是,否,SF224-0018,65000,爪峰市民活動中心,瑞芳區,65000120,爪峯里,新北市瑞芳區爪峯里三爪子坑路279-2號,3樓,新峰里.爪峯里,簡明慧,932072431.0,是,162.0,648,0.0,是,是,是,是,否,121.80862,25.105373
340,是,是,否,SF224-0019,65000,福住第二市民活動中心,瑞芳區,65000120,福住里,新北市瑞芳區福住里佛堂巷7號,1樓,福住里,蘇進益,935788690.0,是,54.0,215,0.0,是,是,是,是,否,121.842174,25.106762
341,是,是,否,SF224-0020,65000,新山市民活動中心,瑞芳區,65000120,新山里,新北市瑞芳區新山里金光路241號之1,1樓,新山里,吳苓芳,912247628.0,否,41.0,165,0.0,是,是,是,是,否,121.84963,25.109262
342,是,是,否,SF224-0021,65000,瑞濱國小,瑞芳區,65000120,瑞濱里,新北市瑞芳區瑞濱里瑞濱路34號,活動中心2樓 風雨操場3樓 綜合教室,深澳里.海濱里.瑞濱里,王喬木,920112974.0,是,266.0,763,600.0,是,是,是,是,否,121.819121,25.119604
343,否,是,否,SF224-0022,65000,瑞芳棒球場,瑞芳區,65000120,柑坪里,新北市瑞芳區明燈路1段201巷,棒球場,柑坪里、龍鎮里、,林泓廷,919628699.0,是,951.0,0,10700.0,是,是,是,是,否,121.809044,25.107371
344,是,是,否,SF224-0023,65000,海濱市民休閒場地,瑞芳區,65000120,海濱里,新北市瑞芳區濱二路68-1號,1樓,瑞濱里、海濱里,鄧麗華,919918389.0,是,54.0,218.3,0.0,是,是,是,是,否,121.839942,25.114005
345,是,是,是,SF251-0001,65000,長庚市民活動中心,淡水區,65000100,長庚里,新北市淡水區中山路72巷1弄10號,活動中心1樓,樹興里、竿蓁里、鄧公里、中興里、長庚里、清文里、草東里、永吉里、民安里、幸福里、學府里,吳書嫺,919337212.0,是,74.0,296,0.0,否,是,是,否,是,121.443191,25.17113
346,是,是,是,SF251-0002,65000,民生市民活動中心,淡水區,65000100,民生里,新北市淡水區民生路27號,活動中心6樓,竹圍里、福德里、民權里、民生里、坪頂里,吳書嫺,919337212.0,是,72.0,290,0.0,否,是,是,否,是,121.461554,25.138047
347,是,是,否,SF251-0004,65000,中興市民活動中心,淡水區,65000100,中興里,新北市淡水區水源街1段29號,活動中心1樓,中興里、幸福里、鄧公里、協元里、長庚里、清文里、草東里、永吉里、民安里、幸福里,吳書嫺,919337212.0,是,57.0,228,0.0,否,是,是,否,否,121.442523,25.172495
348,是,是,否,SF251-0005,65000,淡海市民活動中心,淡水區,65000100,大庄里,新北市淡水區淡海路111號,活動中心1樓,沙崙里、油車里、大庄里,吳書嫺,919337212.0,是,149.0,596,0.0,是,是,是,是,否,121.4217,25.182487
349,是,是,否,SF251-0006,65000,竿蓁市民活動中心,淡水區,65000100,竿蓁里,新北市淡水區中正東路1段3巷6號,活動中心2樓,八勢里、竿蓁里、坪頂里,吳書嫺,919337212.0,是,193.0,772,0.0,是,是,是,是,否,121.445062,25.168781
